mean,52770.39832,1988.309817,67966.74175,1.55558406,37103.6482,94143.32547,4.876186828,1271.042415,
std_dev,20327.42149,745.0613451,44829.13744,0.863893405,37785.16478,89566.17011,2.883229426,981.6514266,
,coe,engine_cap,mileage,no_of_owners,omv,price,Age,road_tax,type
,5101,1799,99000,2,27417,18800,9.421917808,976,sedan
,75556,1390,80645,1,25686,61500,5.019178082,620,sedan
,59421,1600,101000,1,22890,51888,6.123287671,743,suv
,56001,1591,43000,1,14557,59800,2.75890411,738,sedan
,58109,2354,49000,1,28587,98800,3.057534247,1627,suv
,46129,1339,104000,1,14688,30800,7.679452055,590,hatchback
,2656,2354,140700,4,37136,22800,9.547945205,1627,mpv
,71564,1598,77000,1,18544,58800,4.536986301,742,sedan
,79304,1997,116752,2,41919,73800,6.468493151,1209,sedan
,42999,1598,120000,3,15510,31555,7.476712329,742,sedan
,50089,1998,34000,1,17932,97800,2.534246575,1210,suv
,66010,1395,57260,2,26505,77800,3.602739726,623,hatchback
,62600,1390,38698,2,26043,52800,6.249315068,620,hatchback
,47020,1496,24500,1,17260,63000,2.249315068,682,sedan
,53711,1998,19451,1,30808,129800,0.967123288,1210,suv
,28389,1390,90000,2,20124,24555,8.24109589,620,sedan
,46009,1197,21000,1,18974,82800,2.328767123,507,suv
,46489,1496,9000,1,24470,93800,0.663013699,682,mpv
,14715,1390,148820,2,20195,19800,8.873972603,620,sedan
,40725,1339,92030,2,14668,34800,7.298630137,590,hatchback
,2693,1339,142123,2,29539,14800,9.553424658,590,sedan
,40002,1995,95000,0,31982,38800,7.830136986,1206,hatchback
,13890,2496,110000,2,28695,16800,9.969863014,1794,sedan
,57199,998,28755,1,10258,55800,3.150684932,391,sedan
,51600,1595,22000,1,22548,115000,1.098630137,740,hatchback
,49802,1986,26273,2,34148,114800,1.120547945,1196,suv
,73160,1598,57200,1,14872,58800,4.684931507,742,sedan
,57501,2356,28123,1,28188,117800,2.663013699,1630,mpv
,55889,1590,35000,1,11515,64800,2.947945205,737,sedan
,56011,1998,111716,2,23140,45800,7.257534247,1210,sedan
,75801,3456,60000,2,41589,128800,3.17260274,3098,mpv
,15291,1591,130000,2,14731,16500,9.038356164,738,sedan
,30051,1497,87648,1,12306,23888,8.167123288,682,sedan
,46129,1591,98350,1,10531,24888,7.668493151,738,sedan
,29000,1598,117380,2,16716,29999,7.994520548,742,sedan
,11910,1498,94188,1,18792,17388,9.095890411,683,sedan
,11690,1591,127052,1,11263,12888,9.219178082,738,sedan
,4460,1591,137532,1,12165,11888,9.482191781,738,sedan
,14310,1339,116646,2,18553,17999,8.723287671,590,hatchback
,15019,1498,139652,3,16304,16388,9.008219178,683,hatchback
,13351,1591,109732,1,14141,19999,8.643835616,738,sedan
,15589,1591,103047,1,11440,16555,8.852054795,738,sedan
,19190,1797,125800,1,21851,29555,8.632876712,974,mpv
,20501,1598,138934,2,17853,24888,8.589041096,742,sedan
,18899,1498,58286,1,17916,19888,8.81369863,683,sedan
,1020,1497,75603,1,18460,14888,9.520547945,682,sedan
,12899,1598,92404,1,17500,19777,9.101369863,742,sedan
,41000,1794,116844,1,19175,31888,8.063013699,970,sedan
,65521,1796,63500,2,52960,77800,7.016438356,973,sedan
,62010,1998,73000,3,17150,39800,7.263013699,1210,sedan
,45504,1497,28800,2,13725,68800,2.293150685,682,sedan
,77600,1798,71000,3,31321,91800,3.290410959,975,sedan
,67700,1984,118000,3,45515,66800,7.167123288,1193,suv
,37989,1991,58,1,42632,190800,0.235616438,1202,suv
,51507,1496,23000,1,21234,79800,1.865753425,682,suv
,76102,2497,76000,3,42262,65800,7.665753425,1795,sedan
,76612,2359,42158,1,32503,99800,3.350684932,1633,suv
,76389,2354,85761,1,25702,78800,5.002739726,1627,mpv
,49602,1499,40764,1,29946,114800,2.309589041,684,suv
,45002,1197,31023,1,18454,79800,2.597260274,507,suv
,53001,1999,20000,1,47615,163800,1.739726027,1211,suv
,7589,1591,141000,2,9741,8500,9.657534247,738,sedan
,20200,1984,105000,3,45481,35800,8.904109589,1193,sedan
,41010,3192,110000,1,41476,47800,8.079452055,2685,suv
,18020,1591,109790,2,14185,16888,8.947945205,738,sedan
,57009,1598,79508,1,15045,46888,6.37260274,742,sedan
,13658,1586,127042,2,15334,15555,9.030136986,735,hatchback
,16747,1490,73689,2,13525,16666,8.75890411,678,hatchback
,2693,1498,118372,1,18697,13888,9.542465753,683,sedan
,1020,1497,99987,1,11515,10888,9.463013699,682,sedan
,13658,1498,137712,3,18625,18888,9.021917808,683,hatchback
,17189,1498,135964,3,17868,18888,8.753424658,683,sedan
,19190,1987,139053,2,22003,28888,8.624657534,1197,mpv
,82900,2995,85000,2,83976,168800,4.438356164,2379,sedan
,57501,1986,29777,1,29606,109800,2.594520548,1196,suv
,56410,1998,23500,1,17724,89800,1.597260274,1210,suv
,95501,1997,112200,2,35506,78800,5.57260274,1209,sedan
,8501,1995,91500,3,41011,29800,9.249315068,1206,sedan
,65001,1395,63550,1,27195,79800,3.578082192,623,sedan
,84578,1984,59400,2,38187,96800,4.693150685,1193,sedan
,58001,1595,90888,2,29159,73800,5.939726027,740,sedan
,59004,1595,85000,2,30160,77800,5.693150685,740,sedan
,60789,2356,43400,1,24326,108800,3.008219178,1630,mpv
,75002,1997,66600,1,37219,130800,3.246575342,1209,sedan
,6200,1498,94500,6,14359,33800,9.6,683,hatchback
,84389,1796,70888,2,55020,95800,5.931506849,973,sedan
,68689,1595,48000,1,32856,117800,3.904109589,740,sedan
,83000,4297,19000,2,273144,415800,6.219178082,4414,sedan
,84578,2979,103000,1,106118,238800,4.747945205,2360,sedan
,27590,2521,112000,3,52522,49800,8.254794521,1823,suv
,73989,1595,47000,1,25567,85800,5.106849315,740,hatchback
,20501,1598,105000,3,22929,23800,8.578082192,742,hatchback
,74991,1596,88000,1,27974,75800,4.654794521,741,suv
,61700,2987,41000,2,91080,213800,5.205479452,2370,suv
,42001,2497,102000,3,43842,49800,8.18630137,1795,sedan
,51506,1595,18800,1,20072,102800,1.942465753,740,hatchback
,74403,5204,5534,2,270320,703800,3.95890411,5832,sedan
,60001,1998,32000,1,17994,99800,2.6,1210,suv
,95034,1997,96000,1,46761,103800,5.819178082,1209,sedan
,65001,4497,6500,1,337811,868800,3.821917808,4726,sedan
,60001,1997,41000,2,47927,152800,2.906849315,1209,sedan
,82900,1598,23000,2,35456,89800,4.435616438,742,sedan
,19801,2979,105000,2,92958,67800,8.868493151,2360,sedan
,45504,1497,16874,2,13699,73555,2.268493151,682,sedan
,79300,1997,92000,1,46369,103555,4.745205479,1209,sedan
,18020,1368,169000,3,23313,17500,8.953424658,607,hatchback
,7789,1998,104000,2,22633,17555,9.254794521,1210,sedan
,45504,1497,12646,2,13725,73555,2.298630137,682,sedan
,45504,1497,14746,2,13725,73555,2.287671233,682,sedan
,57885,1499,45000,2,25783,94555,2.989041096,684,hatchback
